age	CO2
1.15689504	279.7246992
1.18770454	279.2937108
1.2195665	279.9902637
1.24875007	277.0989409
1.28082364	278.454968
1.31300077	279.5880502
1.33547544	277.8697161
1.36759231	276.1960375
1.39253167	278.4608976
1.39837838	276.5590465
1.43204389	276.7895191
1.46186806	277.1056915
1.51306166	279.9999147
1.54363545	279.1252091
1.56577312	277.2469179
1.59266644	277.7953778
1.63245421	281.6921389
1.65439543	280.9089599
1.67555608	280.2444922
1.68390469	278.3143999
1.7093986	280.2490872
1.77546638	277.5558921
1.79646924	278.0719954
1.814	278.1
1.846	277.5
1.894	277.4
1.92	277.9
1.949	276.7
1.999709091	278
2.093359091	276.9
2.234235273	276.7
2.265549333	276.7
2.414316667	277.6
2.52612497	277.9
2.628015758	273.9
2.708475455	278.9
2.801760667	275.3
2.904546909	274.7
2.948816303	276.3
3.056604242	274.6
3.255728182	276.3
3.283661576	273.1
3.431119273	274
3.528287879	275
3.644462727	273.4
3.693407697	273
3.80685697	271.5
3.856166364	275.4
3.968950606	274.9
4.108666727	271.7
4.205842364	271.6
4.275076667	272.8
4.342822424	271.5
4.494362424	271.1
4.592819273	269.1
4.647462909	269.8
4.773001515	271.5
4.921201818	270.7
4.981579879	269.3
5.086789939	268.6
5.218566182	269.8
5.311175758	267.6
5.357548545	265.3
5.533289576	265.2
5.581297333	267.6
5.757606364	265.9
5.852259636	265.5
5.934091455	260.7
5.999376061	266.7
6.089807879	265.5
6.301963333	263.2
6.337206909	262.7
6.401244848	261.2
6.572291576	261.1
6.682545394	259.4
6.769652545	262.1
6.880308667	262.9
6.970077394	258.1
7.038269879	257.6
7.188070303	262.3
7.27401	263
7.405323818	260.7
7.497865394	258.4
7.661366364	260.1
7.719591515	260.4
7.860181636	259.7
7.926365394	259.2
7.975853939	260.8
8.116284242	259.6
8.194798788	259.3
8.351876727	258.3
8.459675758	261.3
8.546579091	260.7
8.710678182	261.8
8.781282364	259
8.911853879	260.9
8.992985758	260.4
9.060173939	259.3
9.143012848	262
9.295308848	263.7
9.36111697	263.8
9.436703455	265.2
9.51805903	260.6
9.524439455	260.9
9.555863939	263
9.573266606	263.8
9.901037879	264.4
9.992609576	264.2
10.13450303	264
10.19295455	263.4
10.29955455	265.7
10.36655576	264.9
10.50555152	267.5
10.68048	266.9
10.80180909	266
10.83574364	265.1
10.95447879	267.6
11.08961576	264.8
11.16106364	264.8
11.18587091	265
11.20057636	265.3
11.25656788	264.4
11.31697879	264.1
11.339371	264.8062515
11.383156	264.8396344
11.399861	268.1638828
11.417453	264.4831387
11.435931	270.1434591
11.453064	268.8694824
11.472799	269.0965825
11.490446	267.1659883
11.507225	267.6634444
11.523934	269.5087268
11.543596	266.8975316
11.559612	262.7402713
11.576406	267.092646
11.592243	260.7019638
11.611307	261.3035571
11.628966	266.2202092
11.647924	257.1342933
11.664542	247.5528587
11.682818	254.6155973
11.701438	253.9908969
11.719717	256.0430609
11.74065	255.890869
11.759212	258.7419682
11.780723	258.2494701
11.802789	258.5305805
11.8205	257.1687108
11.843327	254.3101747
11.863118	253.62958
11.883166	251.5617445
11.904912	255.8965753
11.926956	258.574987
11.948086	248.9157021
11.969551	253.9931438
11.990691	255.3912978
12.015895	247.8506416
12.037316	248.4071332
12.058796	253.0980369
12.079849	251.0313866
12.105248	255.6570402
12.124583	253.0191365
12.146495	251.1387999
12.168481	251.4242804
12.190414	250.9681626
12.21134	249.6533401
12.232921	249.2318206
12.256477	248.9517462
12.280774	249.3772106
12.301036	248.9240191
12.321276	250.7315437
12.343121	246.9665079
12.365281	244.3094196
12.388308	243.0039985
12.409378	246.4034369
12.431925	247.6702385
12.454817	245.828192
12.47539	246.1791753
12.495838	244.4228225
12.52135	246.7361604
12.543717	249.9226267
12.564615	244.2749693
12.586604	247.0186642
12.607644	248.0915191
12.629853	246.9432776
12.653637	243.9483
12.673897	242.5290443
12.697141	244.2425219
12.7198	241.5919394
12.739914	247.2987801
12.762577	240.0194404
12.785627	241.4960201
12.80927	242.2333502
12.830152	242.1466121
12.852706	239.3450171
12.873977	241.2383064
12.893384	239.4354294
12.917105	238.7942419
12.939228	238.1767071
12.959751	240.7072617
12.980883	237.1480182
13.001057	239.4187762
13.021916	234.6771144
13.043693	238.8648011
13.066591	237.9090254
13.088223	241.5552999
13.128448	234.8172846
13.17267	236.9100647
13.216195	239.4098937
13.266965	240.4197734
13.304149	236.8602209
13.418103	237.8262926
13.486737	240.2542736
13.531749	235.8255291
13.600809	243.8597984
13.645346	238.5474752
13.712826	241.5913913
13.75873	241.1149041
13.827204	239.0843507
13.871566	237.9515852
13.940228	240.5703386
14.001788	235.9195826
14.022859	237.8687866
14.060093	241.269165
14.084472	232.8800062
14.120057	236.3980598
14.156604	239.2381868
14.179551	239.3606478
14.205559	238.3613364
14.237445	236.5950353
14.273024	240.2122954
14.298717	239.0367768
14.308608	235.8013722
14.343156	242.0789189
14.354483	238.3900589
14.374989	240.3252352
14.410597	242.5463916
14.422234	242.604603
14.443283	240.9489026
14.463583	238.6134573
14.497209	242.0553866
14.520852	241.1441164
14.531297	243.1737729
14.541662	235.8323421
14.552933	241.7298076
14.563518	239.8599977
14.575933	239.7650381
14.586185	237.9659544
14.595468	235.3095142
14.606209	237.5863296
14.619389	237.9707238
14.629987	240.1020213
14.645202	238.1159241
14.652256	234.622083
14.664087	233.4167859
14.675119	234.3354185
14.686374	237.492439
14.696689	228.9069485
14.706958	228.1794674
14.718124	230.5296191
14.730883	234.5366891
14.743189	231.4750143
14.758515	227.9025821
14.763412	224.6441299
14.776283	227.3927297
14.787831	227.7853621
14.799135	228.5025021
14.810614	227.5760817
14.822391	226.5069056
14.83475	228.4041873
14.844772	227.8736319
14.857525	233.1674386
14.869177	232.2212331
14.880662	227.8515067
14.892457	230.6301424
14.904212	228.7152896
14.915908	228.3587951
14.92902	228.469793
14.953662	228.8902955
14.976478	229.7867258
14.987256	227.6509859
15.01148	228.3650655
15.034777	225.3808352
15.072534	228.9948075
15.09581	234.4744689
15.133528	229.6716066
15.156516	228.8057322
15.181113	227.8435848
15.218875	230.1833981
15.243443	228.2658596
15.280741	225.7716291
15.320944	227.643061
15.345237	228.91652
15.382846	225.3879517
15.410078	224.7431162
15.462934	223.2710403
15.546395	223.5305343
15.64943	222.7583451
15.704787	222.1576434
15.767681	224.8571802
15.844953	222.3646872
15.920254	223.5107393
15.936522	223.768191
15.995492	223.7224507
15.998978	224.4079902
16.01467	222.3932787
16.033783	224.4802221
16.083	224.2423601
16.114135	222.4115118
16.151209	224.8625785
16.166707	226.19088
16.187461	221.4898463
16.208708	227.3244742
16.222957	223.2363153
16.240564	220.4851709
16.260727	218.5638246
16.278743	214.2212289
16.296958	212.8436751
16.317429	214.5978425
16.337251	212.4297077
16.354228	214.8309479
16.374888	211.2133503
16.391886	209.5081041
16.410706	212.9488854
16.431323	211.7934498
16.458381	217.1872261
16.472034	213.9380168
16.509932	207.9470734
16.553509	208.650109
16.590012	208.4614276
16.655879	213.1546924
16.733528	210.2493948
16.797545	205.5254888
16.869315	205.1850919
16.928831	202.9290477
16.994774	204.3247383
17.091847	202.1012164
17.163698	198.6310893
17.236245	198.2941754
17.287896	195.8757391
17.311873	194.6514132
17.360496	190.5028434
17.385299	193.0202134
17.410026	191.8856674
17.434971	190.7573981
17.460991	193.0004923
17.485291	191.4761143
17.510868	191.5857344
17.534589	192.3704753
17.561459	192.6236484
17.586251	196.9632882
17.612004	195.7903929
17.637878	193.2102062
17.665057	194.3760035
17.691214	191.5189594
17.717049	189.5231391
17.74375	190.4114564
17.769713	191.7049631
17.797574	187.2525634
17.825432	191.207399
17.854603	189.5176343
17.880995	190.2606132
17.907158	191.723791
17.935988	188.542157
17.965825	188.656499
17.992042	188.9556833
18.02445	187.7853114
18.050092	187.7267727
18.081597	188.6407209
18.110627	188.590446
18.139755	184.8751082
18.173163	189.0114574
18.201792	185.6483772
18.232181	188.8775085
18.264682	188.5215344
18.295805	189.0320853
18.324393	187.1210723
18.360352	188.731575
18.391159	188.2127161
18.422425	188.4698499
18.457829	187.446881
18.486591	187.0879475
18.519994	187.6657005
18.582943	188.5706082
18.677396	193.9029437
18.747045	191.2709927
18.803635	192.9746062
18.835152	188.4364689
18.866913	188.4991758
18.993816	192.709914
19.152786	191.0855049
19.282155	191.584282
19.442725	191.5166185
19.568151	188.9530391
19.629493	191.4187653
19.791188	193.6006393
19.883882	196.0551518
20.018696	193.7230209
20.213307	190.4730177
20.407601	189.990225
20.536804	193.925954
20.666489	187.7613088
20.828392	192.657502
20.964428	190.8707841
21.06769	188.4011718
21.212702	190.0517829
21.345184	187.2427817
21.562853	185.2260526
21.790593	187.9571767
21.913629	190.7825044
22.055594	187.3811396
22.230886	191.2705276
22.2922	187.2242115
22.3476	187.0216472
22.5501	184.6792182
22.6041	185.2074945
22.6508	188.4866056
22.7493	190.0135889
22.8336	186.1336889
22.994	189.3973396
23.0138	190.5300755
23.1073	190.0805015
23.185	188.6041093
23.2767	197.671885
23.3584	193.5328204
23.4452	186.7793563
23.6005	187.9853592
23.8738	183.1294475
24.0777	184.6823772
24.2698	186.7268949
24.6436	180.5655168
25.1636	180.6936999
25.3511	182.6604169
25.5436	183.3789183
25.786	186.5411615
26.016	184.5181517
26.2545	184.5716824
26.315	183.7673068
26.4607	186.0128248
26.5371	185.5131814
26.7037	185.4366044
26.8578	186.4311476
26.9549	188.0846282
27.042	187.3935686
27.0848	186.271359
27.1702	194.928153
27.2801	190.0614572
27.4419	191.9531337
27.5028	191.2337979
27.5497	191.5337588
27.5864	191.9535006
27.6613	191.4600117
27.687	192.7123708
27.7141	190.6078691
27.7186	189.3045239
27.8207	187.5863925
27.8664	190.5849616
27.885	189.2784906
27.9271	188.986349
27.9732	189.2867873
28.0973	189.9575797
28.2141	191.8161376
28.2716	191.5941938
28.3697	192.6338987
28.4139	189.1567444
28.4269	189.6458702
28.5774	193.1001042
28.6264	192.8154243
28.7243	193.8025076
28.8419	193.8897968
28.9027	192.6875899
28.9486	193.2594033
29.0089	192.8724797
29.1507	192.2643386
29.2053	188.096683
29.2496	192.3914167
29.3239	191.0119519
29.3661	189.8287064
29.4102	189.2132558
29.6092	189.2425185
29.6812	189.7728047
29.7428	191.284412
29.8378	190.9669245
29.9521	191.3754967
29.999	191.567341
30.1015	188.2467784
30.1817	188.4753165
30.2779	186.5173877
30.3127	185.9886464
30.4005	184.2981804
30.5288	182.9360816
30.713	187.1432812
30.7757	190.3322228
31.1052	187.9995635
31.3564	188.4753253
31.5241	189.946865
31.7921	193.7128385
31.8184	192.927643
31.9339	192.5071548
32.0269	193.3257604
32.0796	193.9050276
32.1475	196.4166559
32.1506	196.908055
32.3079	192.4651878
32.3612	195.2472448
32.4348	194.1104295
32.5111	194.6068297
32.5946	194.4295743
32.6778	195.080127
32.7141	195.9386128
32.8131	199.3023192
32.8809	196.701816
33.009	196.3260964
33.1483	197.6460048
33.4175	196.8962289
33.4914	197.1252633
33.5553	197.7997564
33.7581	200.0310664
33.841	195.6271483
33.8857	195.2662324
33.9075	194.4606041
33.9259	194.4702732
33.957	196.47192
33.9915	195.4109157
34.0642	195.9317588
34.1903	194.8874767
34.2508	195.7913335
34.3128	196.2666133
34.3344	196.201852
34.5569	199.6474819
34.6026	199.4889296
34.62	200.2924224
34.6478	198.8917124
34.7106	197.1613049
34.8256	202.795647
34.8668	203.0917776
35.0896	198.7828308
35.1658	203.6005086
35.2817	205.3761847
35.337	204.4670621
35.3594	203.6185257
35.383	201.3576929
35.4458	200.2987555
35.4971	201.0630555
35.5085	202.0412667
35.5307	201.8866004
35.568	201.8276294
35.6725	201.8131026
35.7016	200.5019756
35.8546	203.2886587
35.9483	198.7999445
36.0865	204.1230145
36.1731	201.7797825
36.2618	200.0916462
36.5063	198.9617645
36.5918	205.1023926
36.6696	203.7695176
36.7128	203.7543231
36.8202	202.7603346
36.9398	203.5143458
37.0234	206.3568576
37.1186	210.1571748
37.1432	207.3458468
37.2965	208.2519091
37.302	209.6563918
37.3381	206.586571
37.431	212.5055287
37.4613	209.8366778
37.6186	214.295899
37.6475	212.135906
37.7772	212.0924136
37.895	214.2064208
38.0003	211.2134252
38.0885	214.3603926
38.1656	208.3350597
38.1924	206.5229252
38.2842	207.411157
38.3592	207.9997797
38.4128	210.7947524
38.4729	207.2301826
38.5332	210.0786906
38.5736	208.2332726
38.6218	204.7919056
38.6708	204.4555539
38.7234	206.543994
38.8126	206.0857876
38.8747	205.6509899
38.9556	205.9880896
38.9768	202.3448524
39.0536	204.2829889
39.1205	207.3235852
39.2657	208.6850913
39.3032	209.4956419
39.3199	209.3264563
39.3398	207.8680804
39.3794	204.7773758
39.4029	191.5315634
39.4544	198.1385036
39.5154	200.4029739
39.621	195.7015925
39.7092	196.6742707
39.7571	193.5813542
39.885	193.8730989
39.9005	197.5525073
40.0427	192.5956556
40.1121	193.0813143
40.1453	193.6903119
40.3084	197.904549
40.48594648	201.322686
40.55344	201.4844525
40.7543	200.4661596
40.9073886	200.966198
41.16790404	201.5320304
41.3035942	204.1853976
41.6059736	205.4900664
41.7592075	201.124349
41.9006868	199.8905658
42.3158175	200.8960917
42.6283001	204.8267435
42.849867	206.3541547
42.9680782	204.2604784
43.171885	203.1620719
43.3506625	201.664624
43.51582055	204.2219504
43.66115755	203.1809191
43.80901	201.6896729
44.09519615	204.3059191
44.2044464	201.9967901
44.350465	206.2215635
44.4905025	204.8261548
44.655535	212.2853728
44.8160105	210.4383494
44.996157	211.4870757
45.142015	207.9533487
45.2803875	213.9182294
45.4603224	214.5013713
45.696055	217.5118697
45.87710855	222.7174679
46.0573338	221.7721745
46.181255	219.2468729
46.3085475	218.3488824
46.635902	216.4166322
46.7464378	214.1828462
46.887935	210.8376323
47.086275	210.2720271
47.3149762	207.5966069
47.5243569	204.2599351
47.71039	203.7878949
47.9437511	205.6596509
48.22318175	206.182083
48.42786	200.9751439
48.98795265	201.5786292
49.3029804	200.1200432
49.46265525	204.0580379
49.728315	203.8713291
50.00651	204.3767601
50.2205469	206.7440269
50.52741475	207.4099903
51.0291701	207.6364359
51.4314466	211.5708471
51.77953	215.0771298
52.08681985	213.8178172
52.3847809	219.082541
52.573676	220.7236107
52.8007425	221.147906
53.1082525	223.717214
53.40045315	223.2619903
53.80625205	221.1379091
54.1566032	220.3743648
54.387125	217.9567383
54.6946125	213.8870139
55.01448765	216.8579027
55.29345915	208.1935057
55.55313	214.776644
55.9095374	210.2748745
56.2371294	207.6741131
56.5035825	212.4366913
57.21094265	215.696527
57.476265	217.3763244
57.8437247	223.7182925
58.2170123	224.3533977
58.43332	223.1485504
59.10506915	231.2935761
59.380405	226.3532918
59.73346935	223.4548161
60.10988307	216.6606808
60.37305923	212.8709103
60.5166315	217.2531323
60.81761723	213.7789541
61.06087747	207.9542585
61.23484403	210.5677071
61.5541108	210.9034029
61.9007233	206.3768852
62.55200602	202.5567478
62.77457333	202.7086782
62.96089567	200.1481332
63.55579267	197.4034359
63.89687993	197.2423664
64.11377897	199.7280299
64.65729413	203.6954667
64.8674226	201.6702794
65.04672067	199.1708057
65.5464465	208.9757824
65.7645127	198.1736043
65.93723267	200.5910835
66.4393055	204.3859977
66.95971067	207.2052246
67.3145875	201.1418996
67.7296785	203.7588046
68.1461885	200.1704381
68.61999347	203.4254725
69.0815285	205.4203591
69.59201713	211.2583878
70.0521648	215.5508132
70.42726267	220.3266112
70.92887217	225.1721591
71.27916903	235.0157701
71.69365023	237.5634446
72.09281487	239.4563537
72.49015	232.7908655
72.86604367	232.3347611
73.21931633	230.8909584
73.75095567	232.7350796
74.22148233	231.3339802
74.525645	241.2403946
75.0679515	243.2700059
75.54513367	249.5236775
75.8506505	249.9395724
76.24747217	239.3414054
76.696736	238.0131729
77.0564805	231.6834444
77.615915	224.9179538
78.080753	226.6471708
78.50795	224.1427524
78.96954013	227.2993455
79.410363	229.255335
79.877758	234.7426829
80.3303625	230.6005848
80.7217855	233.9230178
81.2069425	230.32954
81.711431	234.1341644
82.0687905	238.8889658
82.5267192	240.8729549
82.988261	246.3224641
83.55411217	247.1003682
83.9409	250.7874532
84.3574385	243.1607277
84.936769	238.4231035
85.36746933	234.6861033
85.89069383	228.763042
86.49832453	223.3774166
87.027636	221.0556106
87.58118	223.629744
88.13618	217.800963
88.7010496	223.9894141
89.244716	227.3783735
89.69625753	228.8783456
90.317294	229.7373815
90.834015	231.5586505
91.44503067	231.1207564
91.949738	233.7418403
92.6678175	232.4556887
93.4247096	235.1600042
93.82321367	238.2070953
94.56854833	242.4063602
95.234114	242.9141172
95.92148317	246.1964653
96.47488033	245.7647295
97.270891	242.354066
97.9274645	239.8585
98.583724	243.1798878
99.36142233	242.9897129
100.0768497	245.6255779
100.5431783	247.8721131
101.325675	244.7624246
101.971885	240.0715355
102.7647767	237.0732756
103.30874	240.6840721
104.2743333	247.7616293
104.3312291	238.88
104.9664455	242.36
105.5071485	248.78
105.9898727	257.58
106.2563758	241.4
106.3682545	244.83
106.9748182	240.34
108.4019091	236.43
109.1294182	244.44
109.8399697	244.13
110.5553636	246.69
111.8768	257.93
112.6360606	256.79
112.9417273	263.12
113.1192697	264.75
113.6786364	260.58
114.25	267.9
114.8153939	275.07
115.4466727	276.96
115.9085758	273.16
116.4755758	273.63
117.1855545	274.03
117.6193636	274.98
118.6582697	277.72
119.2425152	267.74
119.7155	274.59
120.1441212	268.73
120.5429091	276.82
121.4260152	279.48
121.8419697	276.61
122.1000018	278.25
122.2923636	279
123.0139545	279.16
123.6309091	274.6
123.9594848	275.87
124.4045152	281.54
124.8174545	275.52
125.2926333	276.81
126.013703	275.15
126.6999091	273.02
126.9620303	274.93
127.3138303	275.78
127.5035497	276.88
128.0244764	276.03
128.1726667	280.72
128.4667273	285.76
128.878	271.08
129.0780364	268.44
129.6556364	260.61
130.3730303	251.84
130.8183636	250.84
131.3222	241.13
131.9762424	232.28
132.7098788	228
132.9319576	224.63
133.7758061	222.74
134.5222788	212.43
136.5655455	203.74
137.7634242	199.18
138.834297	198.55
139.9499697	192.75
142.3605618	196.51
143.6513	194.59
144.7995909	196.02
146.1082436	193.59
148.2334655	195.81
149.4661455	201.78
150.5948848	202.51
151.4448545	202.35
153.7746576	198.78
154.8891273	196.3
156.3068182	189.38
158.666	189
159.716	185.5
160.155	187.5
163.858	204.3
164.33465	196.5
166.143	191.6
166.784	190.1
167.9141	186.7
168.7455	183.8
169.5144	196.6
171.939	197.8
174.442	197.7
175.83335	196
176.853	190.3
177.533925	189.4
177.7295	190.1
179.873	207.7
181.302	213.2
182.196	217.7
183.258	198.1
184.371	199.7
186.411	203.4
188.437	210.7
189.8065	231.3
191.2545	231.4
191.964075	220.3
193.0745	218
195.1265	226.5
195.7995	220
197.58735	226.4
198.32745	241.2
198.938	242.6
201.752	250.9
202.7445	239.1
203.842	247.6
205.203275	244.4
205.575755	231.9
205.944575	232.2
206.359935	228.6
206.89685	226.3
207.2403	229.4
207.62289	231.4
208.108775	238.1
208.274525	237.2
208.82157	230
209.082255	240.5
209.44504	242.2
209.966085	244.6
210.17517	243.9
210.832065	247.2
211.058465	252
211.577835	246.9
212.078745	239.5
212.533075	257.4
213.33035	243.4
214.15881	251.2
215.080745	241.4
215.91234	240.3
216.30615	242.6
216.864965	247.5
217.415635	251.7
217.69496	251.1
218.200785	245.3
219.067605	240.5
220.935615	214.1
221.69746	216.1
222.539575	207.1
223.129035	208.8
224.271505	205.6
226.259825	203.3
226.849835	215.7
227.719975	235.5
228.439415	234.5
228.76699	233.1
229.572045	224.5
231.12966	232.4
232.19177	233.9
232.85606	241.6
235.990855	245.2
236.426005	252.1
236.8508	241.4
237.391655	247.4
237.90553	243.1
238.425335	239.1
239.00826	245.6
239.387035	245.8
239.73866	247.4
240.190365	252.8
241.333045	259.7
241.8554	263.2
242.68546	279
243.13852	280.2
244.121765	263.7
244.582335	252.3
245.05701	249.9
245.564	236.7
246.18881	230.4
246.870485	219.4
249.09987	214.7
251.39057	200.2
252.132255	213.9
252.95372	195.4
253.75668	196.7
254.587105	195.4
256.29866	199
257.060585	201.9
257.908065	204
259.396895	203.9
260.89424	209.6
261.29392	205.7
262.054575	208.9
262.817095	214.6
264.58376	228.1
266.13445	199.9
267.007	211.7
268.25783	188.7
268.9955	187.2
269.94047	194.2
271.036035	198.8
272.14964	184.7
273.16583	190.4
274.164075	193.9
275.154635	194.1
276.257715	198.4
277.443	193.2
278.590905	202.2
279.619045	204.5
280.55895	211
281.40074	215.3
282.59289	223.7
284.43468	231.3
285.93132	228
286.609955	226.4
287.44386	231.4
287.82005	230.4
288.286425	231
290.1845	234.9
290.86379	220.4
291.56287	217.1
292.81831	207.6
293.65074	206
294.45529	206.7
295.364225	212.7
296.828865	213.1
298.704615	217.1
299.37628	224.4
300.115865	231
301.025615	236.1
302.08419	239
303.116	236
304.10092	240.2
305.09981	240.7
305.77815	250.2
306.581115	248.6
307.463265	244.8
308.3257	225.8
309.42373	227.8
310.010975	226.2
310.7761	233.2
311.670025	237.8
312.59343	239
313.343125	241.9
314.05185	251.6
314.83621	256.7
315.657515	257.1
316.45072	246.8
317.14987	272.6
317.932545	251.6
318.852595	245.2
319.82966	233.4
320.916335	255.8
321.817445	249.2
323.383345	257.2
324.166915	260.4
325.007405	260.3
325.823	260.5
326.59109	266.2
327.435835	264
328.08681	266.1
328.77075	270.1
329.41429	271.9
330.053325	275.1
331.29355	265
332.144115	271.7
332.79862	272.6
333.50009	273.1
333.997555	282.4
334.349495	289.1
334.543885	288.4
335.102305	298.6
335.70751	278.1
336.37754	285.8
336.86782	278.6
337.51667	270.5
338.2135	255.7
338.991435	241.9
339.98389	239.6
340.73508	234.2
342.79156	250.1
343.923585	200.7
345.00085	205.2
346.320905	204.8
347.544805	211.9
349.139085	220.3
351.676345	221.1
353.174595	216.2
354.412975	209.4
355.81777	209.2
359.01038	193
360.68384	186.1
362.5676	185.8
365.19023	201.2
368.0659	206.3
371.38587	201.9
373.457615	199.9
375.2046	214.7
377.03488	224.6
378.76024	229.6
382.931485	227
384.557445	240
386.28371	239.1
387.824815	246.8
389.410205	245.8
392.28725	258.1
392.9771515	259.5
394.0036909	273.6
394.906103	260.7
398.2751273	276.3
399.9261636	277.1
400.7100848	283.2
402.1409152	283.1
402.8598364	275.7
404.313297	276.5
