age	CO2
405.0626303	280.5
406.5428	279.6
407.282497	285.6
408.8187152	284.5
409.5982364	274.7
410.4538	282.6
411.3479697	283.5
413.2586545	274.9
414.2108606	264.9
415.1795939	271.6
415.9456061	276.4
416.4253152	271.7
417.4404424	273.4
417.9567818	271.8
418.505303	274.6
419.5757818	273.7
420.1337636	271.2
420.7017636	273.8
421.9121455	268.6
422.5326545	266.4
423.225497	270.6
424.5077455	267.7
425.1322606	268.3
425.7409091	270.8
426.2372727	270
426.6215636	265.4
427.1549636	255.3
427.9414	252.1
428.8402	248.2
429.1783636	242.5
431.0237636	219.7
432.1793091	227.2
433.850297	211.5
434.3790727	207.6
435.9396909	209.8
437.4854182	207.5
439.0634182	200.3
440.6595818	201.7
442.2307758	201.3
443.8446485	202
445.3317273	199.1
447.2191818	201.1
448.4591818	203.5
449.5710364	208.1
450.6428909	201.7
451.7472788	201.2
452.7358364	204.9
453.7756424	201.9
454.8643091	198.4
456.0016121	193.3
457.1144364	192.5
457.7451273	199.1
458.2082909	204.3
458.7940061	203.3
459.2115515	208.3
460.2522121	202.4
461.2860606	195.5
462.414103	190.7
463.5266485	194.4
464.5994727	199.9
465.2653636	205.2
465.6017273	210
466.632297	208.1
467.7066424	204.4
468.8777091	203.4
470.0401273	205.5
470.7259758	206.5
471.2007939	215.5
471.8245333	218.7
472.2630667	229.2
472.8632727	232.7
473.2178182	243.7
473.8008485	243.9
474.0923636	245.6
474.9741091	241.2
475.9252	233.1
476.9498	232.8
477.941	236.6
478.8924606	239.1
479.4029515	236.5
479.7756909	231.3
480.328297	220.8
480.7266848	218.8
481.6629636	223.8
482.5809636	223.4
483.3953818	227.3
484.1797879	231.4
484.9361818	231.4
485.6675212	231.2
486.3986727	233
487.1292545	232.9
487.8480667	231.3
488.5654545	237.1
489.3020909	242
489.7197939	240.9
490.0262909	252.8
490.4949091	249.3
490.7339515	242.6
491.4510788	243.3
492.1545455	246.7
492.8637758	243.7
493.5931091	239.7
494.3003939	239.1
495.0241273	238.3
495.7256909	238.5
496.4440667	237.6
497.1876303	236.4
497.9659758	236.5
498.7374182	232.8
499.5267818	230.6
500.3047818	230.8
501.0839636	228.2
501.8614242	230.8
502.6376364	231.2
503.4189273	232
504.1771879	232.2
504.9117818	234.1
505.6842424	233.9
506.4837333	235.5
507.3124	236
508.1177212	238.2
508.9409818	237
509.7849818	240.3
510.6523273	233.4
511.5124485	236.4
512.3637818	235.2
513.2047394	242
514.0331152	238.2
514.8477818	239.2
515.6507758	241.5
516.4209818	243
517.1549818	247.2
517.8760121	246.2
518.6004606	245.5
519.3291273	245.3
520.0733576	247.7
520.8218061	245.5
521.5744727	243.5
523.8018242	241.9
524.5708667	236.8
525.337	235.8
526.107	233.7
526.8958061	230.3
527.6986909	227.8
528.5166909	224.7
529.4034303	222.7
530.2905091	221.2
531.2013818	220.3
532.0787576	220.7
532.5925273	214.5
532.9875697	211.4
533.5543697	204.4
533.9322364	200
534.6681818	195.1
535.0435636	193.8
535.6950545	190.5
536.1784727	199.8
537.3344727	199.4
538.4407636	205
539.5138182	206.4
540.5838182	212.9
541.6538182	211.2
542.7402061	205
543.8448727	203.6
544.8859879	208.1
545.8649091	210.3
546.8301455	209.6
547.8066788	209.7
548.7707758	204.6
549.7201091	202.5
550.2307273	208.8
550.5825455	213.6
551.3810909	215.2
552.1110909	219.9
552.6815636	221.7
553.0209212	222.3
553.2459879	226.3
553.6193939	222.1
553.8086545	220.3
554.4796182	223.6
555.1583455	224.3
555.8423455	226.7
556.4070242	233.9
556.9232909	241
557.1986545	243
557.3850545	249.1
557.6571394	244
557.8382061	250.5
558.1545636	245.6
558.3060182	240.4
558.7776909	238.1
559.3160061	234.5
559.6367636	229.7
559.8726182	230.2
560.4366182	230.3
560.9656	228.3
561.4507394	231.6
561.8880727	231.9
562.3104909	234.6
562.6556	234.1
563.1348545	240.1
563.5357394	242.3
563.927897	245.7
564.3105636	245.8
564.7243576	247.6
565.134297	251.4
565.5389636	252.4
565.8956424	252.6
566.245303	251.4
566.5886364	253.7
566.9183515	254.3
567.2394909	253.9
567.5486545	254.5
567.8848909	253.2
568.2041394	253.9
568.5342364	252.8
568.9301455	253
569.3145939	250.2
569.6839273	251.3
570.0672485	250
570.4634606	251.3
570.8621273	251.8
571.2614424	251.8
571.6333576	249.6
571.9746909	251.6
572.3155	250.3009962
572.6698727	246.3095518
573.0535167	247.6569725
573.47575	249.1861814
573.9130167	248.7207804
574.3646545	251.7666008
574.806	251.8615048
575.2339636	252.0800267
575.6545333	248.863922
576.11285	252.5436976
576.5991	252.8973536
577.1151	251.2965767
577.65385	251.3417253
578.19635	251.0792764
578.74235	249.056869
579.28055	252.9234049
579.8331167	251.4730231
580.2105045	244.1397833
580.4017833	243.8071398
580.8140045	236.1702196
581.11865	230.2553891
581.5465273	225.2070402
581.9283	219.4126581
582.4545273	215.4458665
582.8363	209.8834178
583.5742545	206.6812525
583.9588	210.6390178
586.7208424	223.9576328
587.17185	225.9929311
587.8886682	234.4009291
588.27935	238.7841159
588.9409045	246.346029
589.42535	250.2045646
590.0401455	248.1046424
590.4888	243.5553026
591.0194667	237.3775124
592.3834712	225.6788036
592.7855167	229.3866701
593.5612455	233.1632189
594.0467545	238.1475936
594.8638121	237.9772146
595.4364667	232.9179557
596.2215576	221.2172429
596.7911333	216.4410116
597.8036136	216.2730971
598.32975	219.0222803
599.2182182	225.9716627
599.8146318	229.3814805
601.25515	232.4547892
602.60075	237.8582812
603.94915	239.1401259
605.30315	244.5322516
606.6259091	248.480185
607.9793	254.5783255
609.2473	259.2237979
610.4295	257.7448677
611.5510127	257.8151014
611.6006333	259.6847092
612.7619667	258.1379745
613.9428	256.1935786
615.1406	252.7479748
616.2991164	252.8982584
616.3566	252.7298005
617.6095682	252.6394449
618.95375	248.2889334
620.28375	245.8865879
621.65145	243.5306836
622.9507327	243.8854525
623.05495	239.1923088
624.49695	237.928507
625.3979242	235.0233065
626.0475	228.5122254
626.9694273	215.7096826
627.8301	205.7631073
629.1396182	199.5241646
629.7698527	205.2658218
629.8661	200.7773455
631.5263227	200.4570693
632.3569409	196.4991728
634.0775379	193.0978999
634.8811448	195.9498915
635.0090333	194.8593659
636.5215606	194.0025899
637.7143667	195.3315012
639.4182652	188.8477364
640.37225	190.1777336
642.0746045	191.384257
642.85665	191.5605718
644.3008273	195.3061298
645.15065	195.8204274
646.376947	189.885481
647.25485	191.848061
648.6124182	193.4765987
649.1911	196.1714941
650.3484636	189.2501799
650.9471	193.4431546
652.1042636	187.2748941
652.70895	186.7937683
653.73025	192.8691774
654.43865	194.8160293
655.52435	199.9959534
656.13265	200.3524245
657.1810909	192.9341212
657.6542061	189.2334088
657.722	190.8769406
658.7641	184.0981364
659.29382	187.3800807
659.4119	185.6837858
660.46355	188.4342745
661.11832	193.9700305
661.2159	191.5917035
662.2821773	189.6905842
662.7966095	193.908217
662.87755	190.8610304
663.9375152	191.0224933
664.3204	192.5532136
664.4080909	187.7670323
665.3219394	180.1665971
665.8365212	180.5376818
666.75336	174.7686794
667.4098573	173.7136201
668.4152636	177.714661
668.9155376	180.6705433
669.8192988	187.655537
670.2963188	191.5141319
671.0707455	194.878373
671.4579261	196.8275423
672.1508827	194.7895604
672.7613824	197.1291522
673.6961061	201.1220986
674.2293779	204.6697456
675.0284	211.6914561
675.4065333	216.1224818
676.5307364	222.5748545
677.1523091	219.9623846
677.6007364	216.5907023
678.3281818	218.2097347
678.7416194	220.0862371
679.4553739	229.160458
679.7351745	232.7010242
680.3125848	233.6111136
680.6276079	233.1080061
681.2256733	225.8085582
681.6699267	227.8951603
682.3437121	221.3062639
682.7400858	219.1411842
683.4578635	220.2352187
683.8287524	222.6967128
684.4236818	225.6416021
684.7580591	224.3560777
685.2948436	221.8203547
685.6798655	220.6226141
686.2691091	220.6316642
686.5818109	222.6179258
687.1540442	222.7044405
687.4454973	222.965013
688.0003818	226.7289261
688.3001345	227.6504621
688.8098703	227.6358561
689.1578255	230.6687893
689.6932576	232.0747772
689.9514515	232.2674759
690.4746527	235.8000553
690.7363912	236.4535725
691.2218348	239.2879301
691.4676685	238.4159988
691.9679624	239.3787348
692.3183436	243.5623167
692.8324591	239.2983941
693.0770924	238.4733044
693.574043	243.6995487
693.8212929	237.756008
694.2803485	239.3406333
694.5368242	240.4566923
694.9491382	239.3111317
695.2592618	239.7965338
695.7323091	236.7987348
695.98188	238.7372303
696.4348897	238.0518499
696.6448345	238.132698
697.0902909	239.4354919
697.3424521	238.4199793
697.7466752	239.8847439
698.0390036	241.0299152
698.5055382	240.8990463
698.7532309	241.8320312
699.2157512	238.8636108
699.4390188	239.0095213
699.8647076	239.7264196
700.1036855	237.2061159
700.4850242	236.7173884
700.8148382	236.6070014
701.2685273	235.4215271
701.5245236	232.4560078
701.9931491	230.8847912
702.2009236	232.1621215
702.7342727	232.1824465
703.0099848	230.587829
703.4685218	233.3539062
703.7960732	232.2805206
704.2505218	232.8295885
704.5818055	233.5444872
705.0533442	234.0426968
705.2439091	235.0917249
705.7269518	237.1846803
706.0531982	237.6612315
706.4929518	236.0536914
706.7107395	236.0453403
707.3106973	238.8480697
707.6437255	233.5052881
708.1996806	233.5834734
708.4134485	233.1122849
708.9591515	234.8361606
709.4537879	231.4329713
709.9095455	230.5073599
710.4564545	227.0328227
710.9833564	224.9017353
711.3990436	225.3889691
712.0214655	224.1234469
712.2437273	224.0017437
713.3125	223.8856926
714.0655782	227.6373406
714.403797	227.0831971
715.1157327	223.142628
715.5653764	227.5826982
716.310163	213.5999929
716.5859091	210.5098875
717.3482727	198.4255957
717.9554848	189.8784338
718.7783485	193.460903
719.2871818	200.8234845
720.0872855	212.0305186
720.5907595	217.0426911
721.4075168	219.2003557
721.6898636	218.9569448
722.5058105	216.0967701
722.9945945	212.1080718
723.7802267	212.5454089
724.142	214.0125928
724.9753555	210.4806822
725.4744314	211.4919763
726.2495918	211.0759956
726.5768636	211.4265693
727.8985024	210.0675098
728.5939021	210.2419749
728.9875303	211.0778131
729.8369385	210.0149975
730.2603145	212.1716466
730.9083136	210.1635175
731.1842273	210.7023731
731.861	211.6232109
732.32175	213.7318788
732.9935	208.1143039
733.329	207.720752
734.02223	210.6017427
734.46262	216.1485999
735.1345709	214.6624205
735.4099091	217.8828377
736.1073055	217.194473
736.5222182	213.1440204
737.2698194	206.9201812
737.6601155	204.5191039
738.5809945	191.7441063
739.1745555	185.6096601
740.1064525	185.4023665
740.4609242	183.3925392
741.3299024	184.7670847
741.8741339	189.1426275
742.6447491	188.646642
743.0621697	187.3271928
743.9590764	188.1795998
744.5231418	188.9688197
745.6710455	187.2923244
746.6199261	190.2415493
747.1770376	187.9198816
747.9401958	187.9522843
748.3368809	187.5437569
749.2629345	188.6788749
749.8141787	190.1748369
750.7064409	192.0759224
751.03625	191.2960363
751.9738682	193.5471714
752.5658818	197.495726
753.4890691	195.4338892
753.9346545	203.9027966
755.1145776	199.0460536
755.5868285	203.2996955
756.5661685	208.1036711
756.8506803	209.4450797
757.7854509	213.6113901
758.3624158	218.3519527
759.1356915	222.7200859
759.5618788	226.9430115
759.8782121	223.0236555
760.1082727	225.3736676
760.5160552	225.6158254
760.9399418	222.7085789
761.8644882	216.6408086
762.166043	214.694008
763.1018036	213.9998029
763.7705842	219.9481577
764.6768824	223.8929502
765.1818166	222.9260864
765.5866364	233.6609057
765.8514848	229.4074875
766.1885045	232.1154555
766.8089121	230.6229188
767.7471624	224.864666
768.1172576	223.8179649
769.0613844	221.6409365
769.6514236	225.8663567
770.5991467	230.6269034
771.0206667	229.5642363
771.5193333	236.3189003
771.8126667	234.2405482
772.1752645	239.7120056
772.4745636	243.8852524
772.7379595	246.494568
772.9956364	243.854752
773.2498182	246.0305818
773.6844691	237.7794476
774.0441364	239.2312024
774.9588082	238.3850776
775.5380111	241.7410825
776.3322588	245.3180553
776.782697	248.9234726
777.6817497	247.3032103
778.2327918	252.4555389
779.0579836	254.9270444
779.3675455	254.6895621
780.1889227	254.4321063
780.7194364	252.5212569
781.5628318	257.2103392
781.8866818	251.50919
782.7284497	257.4363037
783.1985297	255.0181764
784.2617559	260.9181501
785.0340824	255.8455403
785.5190509	259.6646238
786.1896018	262.2298083
786.563257	264.3450291
787.3555127	269.3559593
787.8035691	265.9973287
788.47924	257.1989367
788.6918715	257.0184549
789.4940409	238.6409536
789.9530091	235.4857431
790.6394052	227.3777503
791.0568827	230.5501347
792.0307836	224.6857623
792.6173012	214.4503514
793.5193889	213.3577596
793.8527583	218.3926417
795.1224545	208.7893628
795.6873182	204.6175064
796.8525909	198.7924036
797.3788182	197.9087863
798.6812979	200.4894559
801.2360591	198.6836109
802.8720874	198.6572142
803.7092524	202.6471059
803.9252844	202.9217232
804.0098706	207.4986455
804.5226746	204.861938
805.1324423	202.2268391
805.6688684	207.2854401
